Date,Open,High,Low,Close
2023-01-03 00:00:00-05:00,373.82044300181167,375.823901153381,367.45993379829554,370.3678894042969
2023-01-04 00:00:00-05:00,372.6630446806633,375.28895101444886,369.5703316599666,373.2271423339844
2023-01-05 00:00:00-05:00,371.24320990400673,371.35991160246385,368.3644591821228,368.9674377441406
2023-01-06 00:00:00-05:00,372.10874956360306,378.56652025049135,368.9965955930403,377.4286193847656
2023-01-09 00:00:00-05:00,379.65577990847515,382.89440032286853,377.02990274867904,377.21466064453125
2023-01-10 00:00:00-05:00,376.6214250665604,379.92810175219387,375.66831174376694,379.8600158691406
2023-01-11 00:00:00-05:00,381.46471814403117,384.74221910397046,380.6380416286801,384.6643981933594
2023-01-12 00:00:00-05:00,385.7828611881873,387.55288623670253,381.6495082637205,386.06488037109375
2023-01-13 00:00:00-05:00,382.816555600805,388.1461601850846,382.5442417712421,387.5626220703125
2023-01-17 00:00:00-05:00,387.5431956054255,389.2451645213337,386.162156340182,386.8526611328125
2023-01-18 00:00:00-05:00,388.05864820653454,389.1381685306222,380.54079767507005,380.7450256347656
2023-01-19 00:00:00-05:00,378.67347674014985,380.3462702134002,376.63113780930576,377.9732666015625
2023-01-20 00:00:00-05:00,379.3931677106101,385.1701385057755,377.7203743207645,385.0145263671875
2023-01-23 00:00:00-05:00,385.8314973384333,391.59873354095026,384.8589436578746,389.6341857910156
2023-01-24 00:00:00-05:00,387.9322254081143,390.13991162689183,386.72626831521177,389.21600341796875
2023-01-25 00:00:00-05:00,385.08261694038765,389.70224662614316,382.75819954684823,389.3618469238281
2023-01-26 00:00:00-05:00,392.06558102321446,393.8064604707895,389.0506585926609,393.64111328125
2023-01-27 00:00:00-05:00,392.580984664741,396.95747580818875,392.3670216883065,394.5455322265625
2023-01-30 00:00:00-05:00,391.74461120555515,394.01067790522023,389.2937866119096,389.59527587890625
2023-01-31 00:00:00-05:00,390.12047068165975,395.37225472905357,389.7703359158423,395.3236389160156
2023-02-01 00:00:00-05:00,394.0884832171133,402.31630902963934,391.3069938338601,399.5250549316406
2023-02-02 00:00:00-05:00,403.47362616210864,406.82894840244194,401.5479887719908,405.3409423828125
2023-02-03 00:00:00-05:00,400.29332049200417,405.5256634497184,399.80704370678876,401.032470703125
2023-02-06 00:00:00-05:00,398.5427842611162,400.0016147936477,396.89916615339877,398.5816650390625
2023-02-07 00:00:00-05:00,397.64800942193165,405.05886354754676,396.3837015384474,403.7945556640625
2023-02-08 00:00:00-05:00,401.79109412714143,403.15266330098865,398.67891057550617,399.379150390625
2023-02-09 00:00:00-05:00,403.03593904130923,403.19155117817473,394.6719721846657,395.9168395996094
2023-02-10 00:00:00-05:00,394.7206003338221,397.22980530925844,393.89395349584987,396.8407897949219
2023-02-13 00:00:00-05:00,397.50208674804423,401.6354393210369,397.0352503608903,401.499267578125
2023-02-14 00:00:00-05:00,399.9529458498895,403.6583728108521,397.29789343155113,401.3145446777344
2023-02-15 00:00:00-05:00,399.08739286530573,402.69555856613965,398.2315409116889,402.6177673339844
2023-02-16 00:00:00-05:00,397.57020007302543,401.577116212856,396.9380461600877,397.0741882324219
2023-02-17 00:00:00-05:00,394.9151076600292,396.3253222349467,392.9602654501044,396.0821838378906
2023-02-21 00:00:00-05:00,391.99754502595584,393.06736017681067,387.87392627719277,388.1365051269531
2023-02-22 00:00:00-05:00,388.5545849519459,390.120411606438,386.1232010685562,387.60150146484375
2023-02-23 00:00:00-05:00,390.53865297081995,391.1611015717813,385.3743953096495,389.6633605957031
2023-02-24 00:00:00-05:00,384.5671807726759,386.34694090885995,382.8360364474327,385.5008239746094
2023-02-27 00:00:00-05:00,388.89500047609044,390.27603963731326,385.8606380147899,386.8137512207031
2023-02-28 00:00:00-05:00,386.32756418258754,388.32128763942103,385.27718943733885,385.3841857910156
2023-03-01 00:00:00-05:00,384.5574467661524,385.8023142653845,382.58316402096443,383.90582275390625
2023-03-02 00:00:00-05:00,381.902305747305,387.7473618486253,381.56190608230696,386.8915100097656
2023-03-03 00:00:00-05:00,388.73935462582324,393.34927843913465,388.07802536314654,393.0964050292969
2023-03-06 00:00:00-05:00,393.932873030931,396.26702570657375,392.92143853013556,393.3688049316406
2023-03-07 00:00:00-05:00,393.3201568635227,393.563295273965,386.7165093255144,387.33892822265625
2023-03-08 00:00:00-05:00,387.455647626494,388.73939583720204,385.70503331737797,387.9710998535156
2023-03-09 00:00:00-05:00,388.76859220093377,390.46085575890453,379.81138126470995,380.8131103515625
2023-03-10 00:00:00-05:00,380.2587356685714,382.36919011248045,373.77181955384776,375.31817626953125
2023-03-13 00:00:00-04:00,371.330710539251,379.675237562595,370.2025447320864,374.78326416015625
2023-03-14 00:00:00-04:00,379.78220290741604,382.65124806641757,376.426880920108,380.97845458984375
2023-03-15 00:00:00-04:00,375.29873126397814,378.7999005575514,373.1785418122267,378.5956726074219
2023-03-16 00:00:00-04:00,376.2032179845603,385.5883549698506,375.6877657263418,385.23822021484375
2023-03-17 00:00:00-04:00,383.887082101071,385.0390681236539,379.3279095702222,380.7337341308594
2023-03-20 00:00:00-04:00,381.5245220955287,384.81456165518904,380.81186739189945,384.3947448730469
2023-03-21 00:00:00-04:00,387.81164034857824,389.93014927939254,386.19103628299194,389.4420166015625
2023-03-22 00:00:00-04:00,389.2663386687201,392.9370765490643,382.76440711193425,382.8034362792969
2023-03-23 00:00:00-04:00,385.7127002711169,389.81302694241083,381.08521172545414,383.8382873535156
2023-03-24 00:00:00-04:00,382.5397937094354,386.4448549312057,380.1577039806952,386.35699462890625
2023-03-27 00:00:00-04:00,388.67078517878787,389.45181539262114,386.17154808103413,387.0794677734375
2023-03-28 00:00:00-04:00,386.3765502419678,387.0794625282646,384.34593130003014,386.2106018066406
2023-03-29 00:00:00-04:00,390.4378172098007,392.0681935491023,389.2174854506173,391.8241271972656
2023-03-30 00:00:00-04:00,394.49907517497513,394.75291370848277,392.2243899408465,394.11834716796875
2023-03-31 00:00:00-04:00,395.05553305988553,399.9759186782355,394.94812838080907,399.67327880859375
2023-04-03 00:00:00-04:00,399.1461257075598,401.60630385753416,398.7458533073793,401.1962890625
2023-04-04 00:00:00-04:00,401.8503630308558,402.1432605296152,397.57431577096986,398.97039794921875
2023-04-05 00:00:00-04:00,398.2284211392096,398.999679143932,396.2466035776488,397.92578125
2023-04-06 00:00:00-04:00,397.1154520499043,399.7611526418927,396.0513263765631,399.47802734375
2023-04-10 00:00:00-04:00,396.9592349903328,399.9661489171622,396.33444066617903,399.8880310058594
2023-04-11 00:00:00-04:00,400.5226445284285,401.4207919942447,399.2144524937796,399.9954528808594
2023-04-12 00:00:00-04:00,402.0944535428723,402.3873510592303,397.76960466996434,398.3651123046875
2023-04-13 00:00:00-04:00,399.46824643624825,404.01764651594453,398.3064882930536,403.65643310546875
2023-04-14 00:00:00-04:00,403.0121089977852,405.23799287170084,400.3273792036949,402.67041015625
2023-04-17 00:00:00-04:00,402.5825516069946,404.1348099922632,401.33293310728607,404.11529541015625
2023-04-18 00:00:00-04:00,405.7163851580051,405.85307662262966,402.9828537980865,404.37890625
2023-04-19 00:00:00-04:00,402.4361042915331,405.2282088953984,402.37753075391737,404.310546875
2023-04-20 00:00:00-04:00,401.45010657003843,403.8810277952159,400.5324146653663,402.1042175292969
2023-04-21 00:00:00-04:00,402.4068232714908,402.88518376660477,400.43477795932785,402.4165954589844
2023-04-24 00:00:00-04:00,402.2115406390004,403.2659238714071,400.85454733336536,402.83636474609375
2023-04-25 00:00:00-04:00,400.8350585739855,401.4013092237612,396.38329046966163,396.4418640136719
2023-04-26 00:00:00-04:00,397.0666666428056,398.1600791292905,394.196443969155,394.7626647949219
2023-04-27 00:00:00-04:00,397.34001322050983,402.8949656659474,397.0861746855936,402.6216125488281
2023-04-28 00:00:00-04:00,401.72342384747225,406.06781662104476,401.664850309275,406.05804443359375
2023-05-01 00:00:00-04:00,405.60898181386546,407.7079464387405,405.41371681902604,405.6480407714844
2023-05-02 00:00:00-04:00,404.9255521905647,404.97438333205105,398.14052615720004,401.0888366699219
2023-05-03 00:00:00-04:00,401.5965384349549,404.04697423135707,398.0917490688748,398.3358154296875
2023-05-04 00:00:00-04:00,397.2717007439784,397.6036274287439,394.15741150974975,395.5144348144531
2023-05-05 00:00:00-04:00,399.2046565550603,403.9004903723121,398.94107564358524,402.83636474609375
2023-05-08 00:00:00-04:00,403.16833839700206,403.43191933921526,401.51844742629083,402.94378662109375
2023-05-09 00:00:00-04:00,401.3720228215523,402.3092293198373,400.9424636362431,401.1767578125
2023-05-10 00:00:00-04:00,404.0567301528516,404.7010688946479,399.16563094523116,403.0511779785156
2023-05-11 00:00:00-04:00,402.1725459788378,402.64113430610377,400.2395297490981,402.3482666015625
2023-05-12 00:00:00-04:00,403.6076578191423,403.82243740049137,399.36089733848206,401.8210754394531
2023-05-15 00:00:00-04:00,402.43610896479015,403.617381711431,400.49335042704746,403.2073669433594
2023-05-16 00:00:00-04:00,402.084651403624,403.02188763424687,400.50310623017407,400.51287841796875
2023-05-17 00:00:00-04:00,402.5630456910331,405.98971700300433,400.893640190675,405.37469482421875
2023-05-18 00:00:00-04:00,405.0525087696487,409.7093137984169,404.82798679518356,409.2797546386719
2023-05-19 00:00:00-04:00,410.1974639304022,410.73439800627307,407.44438823320314,408.6842346191406
2023-05-22 00:00:00-04:00,408.7037858664321,410.4122504188875,407.4443950827958,408.8502197265625
2023-05-23 00:00:00-04:00,407.1807733761806,408.78186298584313,403.8614768651625,404.2617492675781
2023-05-24 00:00:00-04:00,402.6314270827425,403.021927320661,400.15170439240933,401.3329772949219
2023-05-25 00:00:00-04:00,404.89630147270395,406.2826114463487,402.62161620529514,404.8084411621094
2023-05-26 00:00:00-04:00,405.4722774495331,410.78316337292216,405.3941893300366,410.05096435546875
2023-05-30 00:00:00-04:00,412.0132807654795,412.5502148119157,408.8013592948245,410.2071838378906
2023-05-31 00:00:00-04:00,408.352312629318,409.2700045389137,406.3412081789081,407.9325256347656
2023-06-01 00:00:00-04:00,408.16680781471985,412.88218649997975,406.89767467998365,411.80828857421875
2023-06-02 00:00:00-04:00,414.42470865419926,418.5640648793524,413.8877745414444,417.7635498046875
2023-06-05 00:00:00-04:00,418.1149682653262,419.4231604010545,416.25029766934756,416.9629821777344
2023-06-06 00:00:00-04:00,416.54317347686333,418.40781418242204,415.8792903585627,417.8708801269531
2023-06-07 00:00:00-04:00,418.27115078167213,419.42313680445363,415.99643571315283,416.4259948730469
2023-06-08 00:00:00-04:00,416.49435790902805,419.4036396504327,415.7133574730873,418.9447937011719
2023-06-09 00:00:00-04:00,419.7550457060892,421.73686319451036,418.6909200392281,419.69647216796875
2023-06-12 00:00:00-04:00,420.6922870063436,423.5820241639446,419.96008797770025,423.50390625
2023-06-13 00:00:00-04:00,424.987858971068,426.9501321559242,424.31423346494773,426.2960510253906
2023-06-14 00:00:00-04:00,426.63779300534674,428.6391253504552,423.29895190731384,426.8037414550781
2023-06-15 00:00:00-04:00,425.97388935345134,433.3642259371541,425.87628664336313,432.0950927734375
2023-06-16 00:00:00-04:00,434.11167306313797,434.68980566142784,430.143123064739,430.6232604980469
2023-06-20 00:00:00-04:00,428.65371958769873,429.5552033810263,426.28236805425865,428.3891296386719
2023-06-21 00:00:00-04:00,427.389652658076,428.2029497734765,425.5964337434124,426.1941833496094
2023-06-22 00:00:00-04:00,425.22408421351344,427.84037873108394,424.8811160820468,427.73260498046875
2023-06-23 00:00:00-04:00,424.22462436385257,426.3117990493473,423.77388242972364,424.4989929199219
2023-06-26 00:00:00-04:00,423.9208221311058,425.87079741128355,422.51958391373114,422.7645568847656
2023-06-27 00:00:00-04:00,423.6562202577382,428.0265292563874,423.1956699215092,427.3994140625
2023-06-28 00:00:00-04:00,426.3019393514287,428.64389523763845,425.67482411457155,427.6150207519531
2023-06-29 00:00:00-04:00,427.1936231206025,429.4669792861338,426.7820853085213,429.3003845214844
2023-06-30 00:00:00-04:00,432.5634576750227,435.36593399282305,432.2400766205529,434.366455078125
2023-07-03 00:00:00-04:00,434.01367935790887,435.1503275046436,433.72950236926323,434.8661804199219
2023-07-05 00:00:00-04:00,433.02401316280765,434.9642098008132,433.0142046750028,434.219482421875
2023-07-06 00:00:00-04:00,430.5841104163867,431.2504297292167,428.2715499900747,430.81927490234375
2023-07-07 00:00:00-04:00,429.8100060017132,433.739382246484,429.48662491563294,429.7315979003906
2023-07-10 00:00:00-04:00,429.36902412977764,430.99564826681154,428.79089149918155,430.81927490234375
2023-07-11 00:00:00-04:00,431.59339539722845,434.0627121973904,430.6036950179592,433.5629577636719
